**** All Elevator Calls (time,src,dest,state,elev dt) stage 4 ****
Elevator call,4.993816266014164,-1,12,3,3, Done, dt, 276.00618373398584
Elevator call,18.77917039169597,-2,-1,3,3, Done, dt, 119.22082960830403
Elevator call,19.387078657155826,0,17,3,3, Done, dt, 316.6129213428442
Elevator call,27.9999732565052,0,9,3,3, Done, dt, 220.0000267434948
Elevator call,38.28582116015673,0,2,3,3, Done, dt, 132.71417883984327
Elevator call,39.19202923931175,0,20,3,3, Done, dt, 329.80797076068825
Elevator call,39.69710409736126,0,12,3,3, Done, dt, 241.30289590263874
Elevator call,57.40531969890162,0,1,3,3, Done, dt, 102.59468030109838
Elevator call,63.05259875982824,-1,0,3,3, Done, dt, 85.94740124017176
Elevator call,79.37736411739434,0,14,3,3, Done, dt, 223.62263588260566
Elevator call,92.15048695301039,-2,5,3,3, Done, dt, 111.84951304698961
Elevator call,96.61997031673536,-1,8,3,3, Done, dt, 140.38002968326464
Elevator call,111.62708145083661,0,-2,3,0, Done, dt, 43.37291854916339
Elevator call,140.52095248879914,-1,7,3,3, Done, dt, 371.47904751120086
Elevator call,142.07808960138755,-2,0,3,3, Done, dt, 292.92191039861245
Elevator call,147.44392615224183,-1,6,3,3, Done, dt, 353.55607384775817
Elevator call,170.15712188664338,-1,11,3,1, Done, dt, 159.84287811335662
Elevator call,177.9146689591314,0,3,3,1, Done, dt, 64.0853310408686
Elevator call,179.41211574761928,0,13,3,1, Done, dt, 172.58788425238072
Elevator call,188.69360223337299,-1,-2,3,0, Done, dt, 252.30639776662701
Elevator call,197.44243298068636,-2,15,3,3, Done, dt, 402.55756701931364
Elevator call,209.35081553255895,4,0,3,2, Done, dt, 146.64918446744105
Elevator call,209.97850155767696,0,11,3,1, Done, dt, 399.02149844232304
Elevator call,210.90630526255882,4,0,3,2, Done, dt, 145.09369473744118
Elevator call,211.32931870336074,0,18,3,1, Done, dt, 474.67068129663926
Elevator call,218.07434462591186,18,19,3,3, Done, dt, 139.92565537408814
Elevator call,220.76873550670848,16,0,3,0, Done, dt, 198.23126449329152
Elevator call,224.31198381778677,-1,-2,3,2, Done, dt, 153.68801618221323
