**** All Elevator Calls (time,src,dest,state,elev dt) stage 3 ****
Elevator call,15.749018245415527,0,-1,3,0, Done, dt, 20.250981754584473
Elevator call,29.795724992354963,0,13,3,1, Done, dt, 392.20427500764504
Elevator call,61.04837839712013,-2,15,3,1, Done, dt, 382.95162160287987
Elevator call,67.39684559916532,0,12,3,1, Done, dt, 343.6031544008347
Elevator call,72.32053834730914,0,11,3,1, Done, dt, 327.67946165269086
Elevator call,75.45009626287265,-2,0,3,1, Done, dt, 203.54990373712735
Elevator call,79.5386026857368,0,-1,3,2, Done, dt, 148.4613973142632
Elevator call,85.05084296434165,0,17,3,1, Done, dt, 380.94915703565835
Elevator call,99.09729234442648,0,11,3,1, Done, dt, 300.9027076555735
Elevator call,104.82846934416693,0,4,3,1, Done, dt, 218.17153065583307
Elevator call,114.81417324516474,0,8,3,1, Done, dt, 252.18582675483526
Elevator call,132.22282787251766,18,-1,3,0, Done, dt, 475.77717212748234
Elevator call,158.57843474073547,0,-1,3,2, Done, dt, 69.42156525926453
Elevator call,198.24467886016964,0,1,3,3, Done, dt, 21.755321139830357
Elevator call,215.59051445419368,-2,11,3,1, Done, dt, 184.40948554580632
Elevator call,221.97598265680836,0,-2,3,2, Done, dt, 303.02401734319164
Elevator call,228.54160571475745,5,-2,3,0, Done, dt, 104.45839428524255
Elevator call,269.20102863151715,0,11,3,1, Done, dt, 130.79897136848285
Elevator call,282.3742556797197,13,11,3,2, Done, dt, 99.62574432028032
Elevator call,285.98693024600857,-1,-2,3,0, Done, dt, 47.01306975399143
Elevator call,307.87547983371155,6,5,3,2, Done, dt, 140.12452016628845
Elevator call,310.61716965870755,10,13,3,3, Done, dt, 41.38283034129245
Elevator call,312.0106401629912,9,0,3,2, Done, dt, 190.9893598370088
Elevator call,315.10202800168577,-1,-2,3,0, Done, dt, 17.897971998314233
Elevator call,326.89462213255365,0,-1,3,2, Done, dt, 187.10537786744635
Elevator call,328.356698884342,-1,-2,3,2, Done, dt, 196.643301115658
Elevator call,356.7750171885598,-2,0,3,1, Done, dt, 208.2249828114402
Elevator call,369.88592756734556,0,-1,3,2, Done, dt, 144.11407243265444
Elevator call,374.7234961849488,0,4,3,1, Done, dt, 234.27650381505123
Elevator call,374.8932447072923,0,12,3,1, Done, dt, 322.1067552927077
Elevator call,393.16870473647714,-1,0,3,1, Done, dt, 171.83129526352286
Elevator call,411.8124634838655,20,0,3,0, Done, dt, 471.1875365161345
Elevator call,438.99163815922134,-1,14,3,1, Done, dt, 280.00836184077866
