**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,1, Done, dt, 1608.0061837339858
Elevator call,18.77917039169597,-9,-7,3,1, Done, dt, 659.220829608304
Elevator call,19.387078657155826,-1,5,3,1, Done, dt, 790.6129213428442
Elevator call,20.327517520632,-1,-5,3,2, Done, dt, 54.672482479368
Elevator call,27.9999732565052,-1,55,3,1, Done, dt, 1332.0000267434948
Elevator call,29.917239624265676,-2,64,3,1, Done, dt, 1429.0827603757343
Elevator call,38.28582116015673,-4,68,3,1, Done, dt, 1464.7141788398433
Elevator call,39.19202923931175,-4,6,3,1, Done, dt, 781.8079707606882
Elevator call,39.69710409736126,0,95,3,1, Done, dt, 1760.3028959026387
Elevator call,49.43307426313186,-2,-4,3,6, Done, dt, 338.56692573686814
Elevator call,54.196436787183075,-6,8,3,1, Done, dt, 788.8035632128169
Elevator call,57.40531969890162,-3,7,3,1, Done, dt, 774.5946803010984
Elevator call,63.05259875982824,-5,-1,3,1, Done, dt, 680.9474012401718
Elevator call,79.37736411739434,-3,85,3,1, Done, dt, 1610.6226358826057
Elevator call,89.4285158976113,-5,19,3,1, Done, dt, 874.5714841023887
Elevator call,92.15048695301039,-9,40,3,1, Done, dt, 1102.8495130469896
Elevator call,96.61997031673536,-6,39,3,1, Done, dt, 1087.3800296832646
Elevator call,108.64204888088284,-2,44,3,1, Done, dt, 1130.3579511191172
Elevator call,111.62708145083661,-3,-8,3,6, Done, dt, 320.3729185491634
Elevator call,116.72069026135568,-2,67,3,1, Done, dt, 1375.2793097386443
Elevator call,117.93413927793131,-2,70,3,1, Done, dt, 1407.0658607220687
Elevator call,133.34539591368775,-9,47,3,1, Done, dt, 1138.6546040863122
Elevator call,134.00355801094793,-6,98,3,1, Done, dt, 1698.996441989052
Elevator call,140.52095248879914,-6,54,3,1, Done, dt, 1208.4790475112009
Elevator call,142.07808960138755,-8,13,3,1, Done, dt, 755.9219103986125
Elevator call,146.76293294989182,0,73,3,1, Done, dt, 1411.2370670501082
Elevator call,147.44392615224183,-7,67,3,1, Done, dt, 1344.5560738477582
Elevator call,151.6163012890247,-6,0,3,1, Done, dt, 603.3836987109753
Elevator call,159.17766514162577,0,7,3,1, Done, dt, 672.8223348583742
Elevator call,170.15712188664338,-6,51,3,1, Done, dt, 1145.8428781133566
Elevator call,173.25392580462358,62,87,3,9, Done, dt, 315.7460741953764
Elevator call,174.91394871323018,-4,48,3,1, Done, dt, 1108.0860512867698
Elevator call,177.9146689591314,-2,10,3,1, Done, dt, 687.0853310408686
Elevator call,179.41211574761928,-2,26,3,1, Done, dt, 861.5878842523807
Elevator call,188.69360223337299,-6,-7,3,6, Done, dt, 232.30639776662701
Elevator call,197.44243298068636,-7,75,3,1, Done, dt, 1382.5575670193136
Elevator call,202.63061730226673,-2,0,3,1, Done, dt, 552.3693826977333
Elevator call,203.2352417416962,-8,38,3,1, Done, dt, 969.7647582583038
Elevator call,209.35081553255895,27,-4,3,2, Done, dt, 1184.649184467441
Elevator call,209.97850155767696,-3,4,3,1, Done, dt, 589.021498442323
Elevator call,210.90630526255882,94,-2,3,0, Done, dt, 2121.093694737441
Elevator call,211.32931870336074,-2,37,3,1, Done, dt, 950.6706812966393
Elevator call,217.22290993535717,-9,49,3,1, Done, dt, 1076.7770900646428
Elevator call,218.07434462591186,52,87,3,5, Done, dt, 407.92565537408814
Elevator call,219.81598778407965,-9,36,3,1, Done, dt, 931.1840122159203
Elevator call,220.76873550670848,93,-4,3,0, Done, dt, 2133.2312644932917
Elevator call,224.31198381778677,-5,-8,3,6, Done, dt, 207.68801618221323
Elevator call,231.56651879541005,10,62,3,7, Done, dt, 795.43348120459
Elevator call,238.4981901010815,-3,-2,3,7, Done, dt, 84.50180989891851
Elevator call,249.14578168308412,-1,20,3,7, Done, dt, 315.8542183169159
Elevator call,249.47153929844012,-5,0,3,7, Done, dt, 95.52846070155988
Elevator call,254.50344330296275,-3,43,3,7, Done, dt, 563.4965566970372
Elevator call,255.11453151297678,-5,15,3,7, Done, dt, 254.88546848702322
Elevator call,257.29849213037915,-3,-9,3,6, Done, dt, 185.70150786962085
Elevator call,260.38349181826743,-8,22,3,7, Done, dt, 1601.6165081817326
Elevator call,266.894697015759,81,-5,3,2, Done, dt, 1138.105302984241
Elevator call,270.3465008526289,-3,-4,3,6, Done, dt, 117.65349914737112
Elevator call,272.4308393782785,-9,91,3,1, Done, dt, 1483.5691606217215
Elevator call,278.80736100021363,-5,26,3,7, Done, dt, 352.19263899978637
Elevator call,285.4590041763097,-4,82,3,7, Done, dt, 961.5409958236903
Elevator call,299.06238686043775,-9,34,3,1, Done, dt, 829.9376131395622
Elevator call,303.5884504315734,-4,49,3,7, Done, dt, 1855.4115495684266
Elevator call,305.1612056606798,-9,7,3,1, Done, dt, 526.8387943393202
Elevator call,307.17728820035336,-4,52,3,1, Done, dt, 1019.8227117996466
Elevator call,310.1052389352092,38,-3,3,0, Done, dt, 702.8947610647908
Elevator call,310.2471597613528,-8,16,3,1, Done, dt, 620.7528402386472
Elevator call,310.43660083151826,9,-5,3,4, Done, dt, 196.56339916848174
Elevator call,310.65895693179937,-2,-5,3,6, Done, dt, 88.34104306820063
Elevator call,314.465693673799,-8,-6,3,3, Done, dt, 48.534306326200976
Elevator call,318.63880157220933,-5,20,3,3, Done, dt, 330.36119842779067
Elevator call,326.58639638472255,-7,-2,3,3, Done, dt, 80.41360361527745
Elevator call,334.8964002994919,-6,6,3,3, Done, dt, 160.10359970050808
